,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,dry eyes,dry mouth,thc_scaled,strain_type,rating (scaled),Rating,NumReviews,Strain_description,THC,sweet_S,strawberry_S,earthy_S,blue cheese_S,sage_S,honey_S,rose_S,tree fruit_S,violet_S,coffee_S,pear_S,spicy/herbal_S,tropical_S,pungent_S,tea_S,apricot_S,mint_S,pepper_S,flowery_S,ammonia_S,blueberry_S,berry_S,chemical_S,pine_S,woody_S,lime_S,plum_S,nutty_S,citrus_S,orange_S,mango_S,diesel_S,lemon_S,pineapple_S,apple_S,grape_S,menthol_S,chestnut_S,skunk_S,grapefruit_S,peach_S,butter_S,lavender_S,tar_S,tobacco_S,vanilla_S,focused_S,inflammation_S,dizzy_S,energetic_S,lack of appetite_S,happy_S,creative_S,muscle spasms_S,sleepy_S,stress_S,tingly_S,aroused_S,anxious_S,nausea_S,fatigue_S,cramps_S,uplifted_S,headache_S,talkative_S,paranoid_S,hungry_S,giggle_S,depression_S,relaxed_S,pain_S,seizures_S,euphoric_S,spasticity_S,eye pressure_S,headaches_S,insomnia_S,dry eyes_S,dry mouth_S
26,AK-49,3,0,0.27,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,0.5,1,,,0.5,,,1,,1,,0.5,,,,,,0.5,,0.5,,,,,0.5,,,,,sativa,0.6,3.4,5,"AK-49 by Vision Seeds is an AK-47 phenotype that aims for higher potency and more stimulating effects than its predecessor. This strain has been known to push well over 20% THC and can invigorate the most lethargic cannabis consumer. But beware, this strain's strong stimulation can be too much for some, so mind your dosage and enjoy AK-49 in an environment you feel comfortable in. It has an approximate 84-day flowering time and retains the pungent and woody aroma its forefather became famous for.",,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,0.00117096,,,0.00117096,,0.00117096,0.00234192,,,0.00117096,,,0.00234192,,0.00234192,,0.00117096,,,,,,0.00117096,,0.00117096,,,,,0.00117096,,,
27,Aberdeen,1,0,0.5,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0.923076923,,,0.923076923,,,,1,,1,1,1,,0.923076923,,,1,1,,,,,,,1,,0.204545455,0.204545455,0.477124183,hybrid,0.857142857,4.428571429,7,"Aberdeen is a variety of Agent Orange grown by Canadian LP Aphria. Like Agent Orange, Aberdeen combines the genetics of Orange Velvet and Jack the Ripper to create a mix of sweet orange and citrus flavors. The happy, uplifting effects of Aberdeen mirror Agent Orange and are regularly prescribed for anxiety, migraines, and gastrointestinal disorder.",15,,,,0.000906618,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,0.000906618,0.000836878,,,0.000836878,,,,0.000906618,,0.000906618,0.000906618,0.000906618,,0.000836878,,,0.000906618,0.000906618,,,,,,,0.000906618,,0.000185445,0.000185445
28,Abusive OG,1,0,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.098418278,,,0.619550757,,,0.563462836,1,,,0.036906854,,,,,0.036906854,,,0.281731418,,0.833449283,1,0.736329484,,0.48013111,,,0.641088076,0.771392793,0.609934326,1,0.673202614,indica,0.88869863,4.554794521,148,"A popular Californian cut of OG Kush, Abusive OG is an indica strain that inherited the nickname of its original grower. Despite its violent name, Abusive OG will ease you into in a peaceful state of mind that fades over time to a full-body relaxation. True to its OG genetics, Abusive OG has an earthy spice aroma with subtle lemon undertones. Patients who don't mind mental haziness might choose this strain to remedy pain, anxiety, appetite loss, and sleeplessness at the end of their day. Abusive OG may not produce the highest yields in the garden, but makes up for it with resin-caked buds.",21,,,0.001666667,,,,,,,,,,,0.001666667,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,0.00016403,,,0.001032585,,,0.000939105,0.001666667,,,6.15E-05,,,,,6.15E-05,,,0.000469552,,0.001389082,0.001666667,0.001227216,,0.000800219,,,0.00106848,0.001285655,0.001016557,0.001666667
29,Acapulco Gold,3,0,0.2,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.132562494,0.674786353,,1,0.652419857,,,0.908203869,,,0.591463704,0.437418353,0.632313779,,0.840365259,,,0.506388084,,,1,,0.620805698,,0.669175649,,,,,0.692878268,1,0.477124183,sativa,0.880198915,4.52079566,566,"One of the most well-known strains, Acapulco Gold has been likened to dinner at a five-star restaurant. The strain comes from the areas in and around Acapulco, Mexico. Its orange hairs resemble a gold nugget, with gold, green, and brown colors of resin collecting on the buds. An aroma of burnt toffee lingers when the bud is broken up. Acapulco Gold has a reputation for being one of the best cannabis strains ever created, and is becoming more difficult to find due to more growers moving indoors.",15,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,0.000310451,0.001580296,,0.00234192,0.001527915,,,0.002126941,,,0.001385161,0.001024399,0.001480829,,0.001968069,,,0.001185921,,,0.00234192,,0.001453878,,0.001567156,,,,,0.001622666,0.00234192
30,Ace Killer OG,1,0,0.7,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,0.114893617,,0.5,0.765957447,1,,,,,,,,,,,0.689361702,,0.5,0.855319149,1,,1,,,,0.75,,1,0.836601307,indica,0.963235294,4.852941176,34,"Ace Killer OG is an indica strain that boasts a high THC content and a pungent diesel aroma. Bred from White Fire OG, King's Kush, Kosher Kush, and a mystery strain, Ace Killer OG inherits a heavy blanket of snow-like resin and hard-hitting effects that can stupefy even the most seasoned veteran.",26,,,0.001666667,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,0.001666667,,,0.000191489,,0.000833333,0.001276596,0.001666667,,,,,,,,,,,0.001148936,,0.000833333,0.001425532,0.001666667,,0.001666667,,,,0.00125,,0.001666667
31,Ace of Spades,1,0,0.6,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,0.618269985,0.93435724,,,0.966297389,1,,,0.491531223,,,,,0.088366125,,,0.72009208,,0.674748627,1,0.790772303,,0.807100209,,,,0.779719033,0.472882806,0.91471343,0.477124183,hybrid,0.782178218,4.128712871,308,"Ace of Spades is a creation from TGA Subcool Seeds that takes advantage of the popular sweet and sour combination that never goes out of style. A crossbreed of Black Cherry Soda and Jack the Ripper, this strain has an earthy berry and citrus smell that carries over into the taste with distinctly lemony flavors. Ace of Spades plants grow fast and need a lot of space because they will get both bushy and tall. Flowering occurs at 8 weeks and they are generally large and heavy. These buds are pretty to look at with a range of colors that can include purples, blues, and pinks all coated in orange hairs.",15,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,0.000906618,,0.000560535,0.000847105,,,0.000876063,0.000906618,,,0.000445631,,,,,8.01E-05,,,0.000652849,,0.000611739,0.000906618,0.000716929,,0.000731732,,,,0.000706908,0.000428724,0.000829296
32,Aceh,3,0,0,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.76744186,,,0.620253165,1,,,,,,,0.790697674,,0.744186047,,,0.924050633,,,0.898734177,1,0.607594937,0.860465116,,,,,0.837209302,,0.023255814,1,0.31372549,sativa,0.871428571,4.485714286,35,"Aceh, also called Atjeh, refers to the sativa varieties of cannabis that come from the Aceh region of Indonesia. These sativas typically grow tall and thin, and are considered the finest among Indonesia's landrace varieties",10,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,0.001797288,,,0.001452584,0.00234192,,,,,,,0.001851751,,0.001742824,,,0.002164053,,,0.002104764,0.00234192,0.001422939,0.002015141,,,,,0.001960678,,5.45E-05,0.00234192
33,Acid,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0.407008086,0.65862069,,0.75862069,0.994827586,,,1,,,0.377358491,0.72,,,0.379310345,0.41509434,,,,,0.8,,,,1,,,0.64,0.12,1,1,0.591503268,hybrid,0.856060606,4.424242424,33,"Acid is Paradise Seeds' take on the original New York Sour Diesel. Expect powerful body effects, including an uplifted, nearly psychedelic mental energy. This plant exhibits a metallic flavor that is representative of its namesake, with traditional notes of gas on the nose. Acid thrives in both indoor and outdoor environments, finishing in about 9 to 10 weeks.",18.5,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,0.000906618,,,,,,,,,,,,,,,,,0.000369001,0.000597118,,0.000687779,0.000901929,,,0.000906618,,,0.00034212,0.000652765,,,0.00034389,0.000376332,,,,,0.000725295,,,,0.000906618,,,0.000580236,0.000108794,0.000906618,0.000906618
34,Acid Dough,3,0,0.3,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.916666667,0.454545455,1,0.916666667,,,1,,,,,0.681818182,,,,0.708333333,0.777777778,,,0.681818182,0.708333333,,,,,,,0.363636364,0.777777778,1,,sativa,0.9,4.6,5,"Acid Dough by Ripper Seeds is a sativa-dominant strain with energetic effects. Created by crossing Lilly (Queen Mother x Congo) x OG Badazz, this strain offers sweet, candy-like aromas with bright pineapple flavors and a generous yield. Acid Dough has an approximate 65-70 day flowering time and colorful foliage. This strain responds well to cold temperatures during the finishing process, creating buds with deep violet hues and extra resin production. Acid Dough won 2nd Place Best Sativa at the 2017 Spannabis Champions Cups and 2nd Place at the 2016 Expogrow Cup.",,,,0.00234192,,,,,0.00234192,,,,,,,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,,0.00214676,0.001064509,0.00234192,0.00214676,,,0.00234192,,,,,0.001596764,,,,0.00165886,0.001821494,,,0.001596764,0.00165886,,,,,,,0.000851607,0.001821494,0.00234192
35,Afcrack,3,0,0.43,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,0.923076923,,0.769230769,1,1,,0.2,,0.818181818,,,,,0.1,,,0.272727273,0.923076923,0.181818182,,,,,0.181818182,,0.1,1,,hybrid,0.625,3.5,10,"Afcrack is a cannabis  speedball  of sorts. This strain incorporates Afgoo and Green Crack, polar opposites on the spectrum of indica and sativa varieties, to create a pseudo-sedative experience that rests in the muscles while invigorating the heart and mind. With spicy earth notes that indicate its Afghani heritage, this hybrid's effects are situation-specific and will offer energy or sedation depending on the consumer's level of activity.",,,,0.000906618,,0.000906618,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000836878,0.000836878,,0.000697399,0.000906618,0.000906618,,0.000181324,,0.000741779,,,,,9.07E-05,,,0.00024726,0.000836878,0.00016484,,,,,0.00016484,,9.07E-05,0.000906618
36,Afghan Big Bud,3,0,0.98,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.75,,,,,1,,,,0.923076923,,,1,0.538461538,,,0.3,,,0.04,0.8,,0.384615385,,1,,0.45,,,,0.538461538,0.16,0.32,,indica,0.761363636,4.045454545,25,"Spawn from Afghani and Big Bud, Afghan Big Bud (or Big Bud Afghani) is characterized as a large plant with broad leaves and thick stems. It has a dense appearance, similar to Big Bud, and maintains the taste of Afghani, resulting in the best of both worlds. The effects come relatively quick but usually dissipate under two hours.",,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,0.00125,,,,,0.001666667,,,,0.001538462,,,0.001666667,0.000897436,,,0.0005,,,6.67E-05,0.001333333,,0.000641026,,0.001666667,,0.00075,,,,0.000897436,0.000266667,0.000533333
37,Afghan Cow,0,0,0.25,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,0.90625,0.896551724,,,0.914285714,0.871428571,,,1,,,,,1,,,0.896551724,0.828571429,0.896551724,,,0.90625,,0.90625,,0.914285714,,,,,0.896551724,1,0.640522876,sativa,0.85,4.4,10,"This sweet-smelling and resinous sativa breed from Dr. Krippling Seeds is sure to keep you off the couch. Afghan Cow is bred from Ash, Kaya 47 (an AK-47 phenotype), and the beloved Kali Mist. The cerebral effects of this sativa are great for clear-headed daytime use. Having a high yield both indoors and out, this is an impressive plant with even more impressive effects.",20,,,,,,,,,,,,,,,,,,,0.00234192,,,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,0.00234192,0.00234192,0.002122365,0.002099653,,,0.002141184,0.002040816,,,0.00234192,,,,,0.00234192,,,0.002099653,0.001940448,0.002099653,,,0.002122365,,0.002122365,,0.002141184,,,,,0.002099653,0.00234192
38,Afghan Diesel,1,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0.048128342,,0.650693569,1,,,,0.854981084,,,0.024064171,,,,0.670665213,,,0.262032086,0.601962923,,0.707440101,0.941112323,1,,0.943293348,,,,0.718789407,0.975935829,1,0.607843137,hybrid,0.702702703,3.810810811,41,Afghan Diesel is a hybrid strain with an aroma similar to a grapefruit and other citrus fruit. The taste has been described as light and sweet. This strain will have a more cerebral effect rather than body. The plant is characterized as having dark green leaves with purple colored buds.,19,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,0.000906618,,,,,4.36E-05,,0.000589931,0.000906618,,,,0.000775142,,,2.18E-05,,,,0.000608037,,,0.000237563,0.000545751,,0.000641378,0.00085323,0.000906618,,0.000855207,,,,0.000651668,0.000884801,0.000906618
39,Afghan Hawaiian,2,0,0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,0.066666667,0.5,,,,,0.6,1,,,0.866666667,1,,,,,,0.066666667,0.466666667,,1,1,,,0.5,,,,1,,1,,indica,0.791666667,4.166666667,12,"Afghan Hawaiian is an indica-dominant hybrid of UK Cheese and Lavender bred by Canadian LP OrganiGram, Inc. The sweet mix of earthy, cheese flavors has hints of licorice and caramel undertones and produces a rush of euphoria that levels off into deep relaxation. OrganiGram classifies Afghan Hawaiian with their NDS varieties and recommend it for neurological disorders and spasticity.",,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,0.001666667,,,,,,,,,,,,,,,0.000111111,0.000833333,,,,,0.001,0.001666667,,,0.001444444,0.001666667,,,,,,0.000111111,0.000777778,,0.001666667,0.001666667,,,0.000833333,,,,0.001666667,,0.001666667
40,Afghan Haze,3,0,0.385,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.048231511,,,0.942896936,1,,,1,,,0.337620579,,0.843173432,,0.784122563,0.038585209,,,,0.95821727,0.800738007,0.800835655,0.773062731,,,,,0.717712177,,0.395498392,1,0.591503268,hybrid,0.839622642,4.358490566,55,"Afghan Haze is a sativa-dominant hybrid that combines a resinous Afghani indica with a sweet-smelling Haze sativa. Created by former Sensi breeder Nevil Schoenmaker and Shantibaba of Mr. Nice Seeds, Afghan Haze balances energizing cerebral invigoration with soothing full-body effects. Its clear-headed relief allows patients to treat pain, depression, and appetite loss during the day, and heavier doses can help ease the mind and body into peaceful sleep. Afghan Haze may have an excruciatingly long indoor flowering time of 10 weeks, but the large harvests of potent, crystal-covered buds are worth waiting for.",18.5,,,0.000906618,,,,,,,,,,,,,,,,0.000906618,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,4.37E-05,,,0.000854848,0.000906618,,,0.000906618,,,0.000306093,,0.000764436,,0.0007109,3.50E-05,,,,0.000868737,0.000725964,0.000726052,0.000700873,,,,,0.000650691,,0.000358566,0.000906618
41,Afghan Kush,1,0,0.95,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.290479791,,0.45458366,0.81324589,,,0.776280374,0.847742292,,,,,,,,0.137457318,,0.088463501,0.475089564,,0.689003104,1,1,,0.628270525,,,,0.847568059,0.606870459,1,0.485294118,indica,0.783050047,4.132200189,1104,"Afghan Kush's roots trace back to the Hindu Kush mountain range near the Afghanistan-Pakistan border. There its genotype has been perfected over centuries, making it the ultimate source for hash such as charas and the sticky black Afghani hash. White Label Seed Company, a Sensi Seeds partner from the Netherlands, made the seeds of this strain available for everyone to grow. The buds of Afghan Kush develop into massive, blunt-topped nuggets full of resin; pure indica goodness with a heavy yield. Revered for its heavy resin content and powerfully sedating effects, Afghan Kush is a top choice for anyone looking to relax after a long day.",15.25,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,0.000484133,,0.000757639,0.00135541,,,0.001293801,0.001412904,,,,,,,,0.000229096,,0.000147439,0.000791816,,0.001148339,0.001666667,0.001666667,,0.001047118,,,,0.001412613,0.001011451,0.001666667
42,Afghan Skunk,2,0,0.85,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.681415929,,0.85046729,0.972850679,,,0.731900452,1,0.582579186,,,,,,,0.663716814,,0.03539823,,0.850678733,0.794392523,1,0.85046729,,,,,,0.887850467,0.82300885,1,0.54248366,indica,0.85,4.4,51,"This popular classic strain was originally developed in the United States to cross the pure indica genetics of an Afghani strain with the durable genes of Skunk plants. Afghan Skunk quickly spread to Amsterdam and beyond and is now considered one of the  classics.  Its resilient Skunk genes make this plant a popular recommendation for new growers, and its legendary high yields make it a favorite all around. Flowering happens around 8 weeks and the buds will have a menthol smell combined with the  sweet stink  skunks are known for. Tests have shown THC levels of about 17%, so the stink isn't the only thing that's potent about Afghan Skunk.",17,,,,,0.001666667,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,0.001135693,,0.001417445,0.001621418,,,0.001219834,0.001666667,0.000970965,,,,,,,0.001106195,,5.90E-05,,0.001417798,0.001323988,0.001666667,0.001417445,,,,,,0.001479751,0.001371681,0.001666667
43,Afghan Sour Kush,1,0,0.75,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0.571428571,,0.5,,0.466666667,,,,,0.633333333,,,1,,0.535714286,0.535714286,0.535714286,0.941176471,1,,indica,0.897058824,4.588235294,17,"Afghan Sour Kush by MTG Seeds is an indica-dominant cross between Afghani and Sour Kush. Its heavy, relaxing effects are ushered in by a sweet berry aroma and a sharp spicy flavor typical of Kush varieties. Stout and sturdy, Afghan Sour Kush plants have tight internodal spacing and finish flowering in about 60 days.",,0.001666667,,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,0.001666667,,,,,0.000952381,,0.000833333,,0.000777778,,,,,0.001055556,,,0.001666667,,0.000892857,0.000892857,0.000892857,0.001568627,0.001666667
44,Afghan Widow,2,0,0.55,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,0.551724138,,,0.551724138,,,,,0.482758621,1,,,,,0.076923077,,0.517241379,,,,,,1,,,,1,,0.076923077,,0.076923077,0.666666667,1,,hybrid,0.916666667,4.666666667,9,"Afghan Widow is a strain with deep relaxing qualities that immediately envelop the body in a calming aura. This mid-level sedation is pleasant but not debilitating. However, with continued consumption, this strain may yield benefits for patients treating insomnia, nausea, physical discomfort, and some cancer treatment side effects. Afghan Widows lineage is a common sense cross of Afghan Kush and White Widow.",,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,0.000906618,,,,,,,,0.000500203,,,0.000500203,,,,,0.000437678,0.000906618,,,,,6.97E-05,,0.000468941,,,,,,0.000906618,,,,0.000906618,,6.97E-05,,6.97E-05,0.000604412,0.000906618
45,Afghani,1,0,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.304836248,,,0.451036785,,0.514474068,0.684243572,1,0.410295271,,,,,,,0.15507018,,0.180774463,,,0.564421691,1,0.885566889,,0.618042777,,,,0.753261135,0.6208249,1,0.509803922,indica,0.830729167,4.322916667,491,"Afghani is a heavy indica strain named after its geographic origin, where the earliest varieties of cannabis are believed to have grown. Breeders worldwide have come to treasure Afghani for its heavy resin production which is passed on genetically. With a sweet, earthy aroma, Afghani delivers a deep, sedating relaxation and euphoria. Patients most commonly turn to this potent indica to treat insomnia, pain, and stress disorders.",16,,,0.001666667,,,,,,,,,,,0.001666667,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,0.00050806,,,0.000751728,,0.000857457,0.001140406,0.001666667,0.000683825,,,,,,,0.00025845,,0.000301291,,,0.000940703,0.001666667,0.001475945,,0.001030071,,,,0.001255435,0.001034708,0.001666667
